doesn't_answer	0	1	2
think_she	0	0	1
deem_respons_for	0	0	1
how_should	0	0	3
the_situat	0	0	78
us_mani	0	0	4
confid_and	0	0	5
soldier_and_marin	0	0	1
stretch	0	0	21
have_been_inclin	0	0	1
effort_to_present	0	0	2
us_as	0	0	20
be_tantamount	0	0	2
wear_bright_orang	0	0	1
expect_the_sunnyval	0	0	1
mayb_joschka	0	0	1
threaten_to_us	0	0	2
will_climat_chang	0	0	2
the_heaven	0	0	4
a_mandat	0	0	3
you_don't	0	0	22
erod_the_arm	0	0	2
about_60	0	0	4
be_a_not	0	0	1
be_optimist	0	0	6
will_of	0	0	18
estim_an_averag	0	0	1
help_fill	0	0	1
100_board	0	0	1
but_i_heard	0	0	2
accus_him	0	0	5
in_exchang	0	0	7
fail_the	0	0	4
between_the	0	0	127
be_sad	0	0	3
such_nefari_activ	0	0	2
be_give_a	0	0	1
keeper	0	0	1
extrapol	0	0	3
kind_of	0	0	86
should_increas	0	0	1
an_extraordinarili_special	0	0	1
and_we_can	0	0	4
rais_the	0	0	14
look_posit_excit	0	0	1
pull_out_a	0	0	2
can_make_sure	0	0	2
danc_in	0	0	2
would_like_to	0	0	22
felt_veri_proud	0	0	1
gentli	0	0	3
costello'	0	0	2
as_the	0	0	261
goodwil_can_help	0	0	2
mai_even	0	0	5
to_ask	0	0	14
an_interest_on	0	0	1
grief_and_anguish	0	0	1
have_been_in	0	0	11
will_consid_toughen	0	0	2
manag_after_an	0	0	1
provok_much	0	0	1
strengthen_hi_country'	0	0	1
settl_settl_an	0	0	1
have_alreadi_warn	0	0	2
buri_it	0	0	1
proclaim_himself_interim	0	0	2
britain_and_zimbabw	0	0	2
so_stupid	0	0	1
shackl_of	0	0	1
keep_a_watch	0	0	1
list_abus	0	0	2
thi_fiscal_morass	0	0	1
pleas_join	0	0	1
particularli_disturb	0	0	1
still_didn't	0	0	1
but_it'	0	0	7
brownish	0	0	1
have_embrac_the	0	0	1
highli_signific_but	0	0	1
have_compound_the	0	0	2
well-respect	0	0	2
fight_tyranni_with	0	0	1
establish_friendli_relat	0	0	2
a_top_prioriti	0	0	3
some_76_billion	0	0	1
the_disput	0	0	6
the_apocalypt_savageri	0	0	1
known	0	0	76
the_import_polici	0	0	4
be_mere_to	0	0	2
the_seriou	0	0	2
be_repress_and	0	0	1
the_big	0	0	17
ooh_neat	0	0	1
incit_violent	0	0	2
unfortun_their	0	0	1
some_inhuman_practic	0	0	1
discont_and	0	0	2
most_like_to	0	0	1
provok_healthi	0	0	1
mayb_he_would	0	0	2
do-it-our-wai	0	0	2
mai_repres_a	0	0	2
be_seriou_about	0	0	2
cri	0	0	7
the_tragic_and	0	0	1
have_wish_to	0	0	1
be_not_amus	0	0	1
final_michael_call	0	0	1
be_realli	0	0	17
contain_about	0	0	1
what_reaction	0	0	1
express_a_differ	0	0	2
how_caprici	0	0	2
line	0	0	393
relai	0	0	8
be_misl	0	0	2
what_consequ	0	0	2
be_veri_veri	0	0	3
smooth_the_frizzi	0	0	1
a_simpl_lack	0	0	2
have_now	0	0	30
have_express_concern	0	0	2
veri_import	0	0	13
to_the_president'	0	0	3
doubl_crime	0	0	1
fail_to_provid	0	0	3
declar_be_rig	0	0	2
iran_iraq_and	0	0	32
forget_space	0	0	1
foreign_polici	0	0	42
inadequ_price	0	0	1
wai	0	0	281
grief_and_sorrow	0	0	1
will_now	0	0	8
a_simpl	0	0	9
strictli_adher_to	0	0	3
in_what_wai	0	0	2
separ_and	0	0	1
decid_to_talk	0	0	1
do_not_recogn	0	0	7
the_import_with	0	0	1
support_movement	0	0	2
thi_human_achiev	0	0	2
refer_in	0	0	1
chief_oppon_of	0	0	1
respond_posit_to	0	0	2
boast_of_have	0	0	4
thank_presid	0	0	4
ask_specif_about	0	0	2
oh_god_no	0	0	1
implicitli	0	0	2
be_us_sensori	0	0	1
just_want	0	0	6
appreci_continu_interest	0	0	2
have_face_widespread	0	0	2
just_get_a	0	0	1
pledg_the	0	0	3
have_neither_sought	0	0	2
be_interest	0	0	9
the_reaction_of	0	0	6
as_for_evil	0	0	1
program	0	0	151
present_themselv_as	0	0	1
be_noth_more	0	0	4
a_catastroph_would	0	0	1
be_realli_afraid	0	0	1
our_own_on	0	0	2
be_endors_and	0	0	2
that'_a	0	0	9
call_itself	0	0	1
object_in	0	0	5
the_exacerb	0	0	1
hi_be	0	0	1
plot_to_assassin	0	0	8
a_veri_riski	0	0	1
be_think_about	0	0	1
polar_bear_will	0	0	2
be_either_angl	0	0	1
will_be_welcom	0	0	1
rule_in	0	0	12
to_cow	0	0	2
bellyach	0	0	1
back_out	0	0	4
will_hand	0	0	2
the_assassin	0	0	6
could_win_support	0	0	2
been_real	0	0	1
understand_the_world	0	0	1
red	0	0	56
be_with_the	0	0	7
will_be_more	0	0	3
might_rais_the	0	0	1
be_inclin	0	0	1
they'r_in	0	0	5
there_should	0	0	8
easili_won_zimbabwe'	0	0	2
these_accord_explicitli	0	0	1
grow_public_interest	0	0	1
who_brag	0	0	3
not_onli_do	0	0	1
felt_veri	0	0	1
have_shown_no	0	0	3
don	0	0	11
the_main_and	0	0	2
just_so_i	0	0	1
everi_dai_of	0	0	1
i_cannot_help	0	0	1
work_with	0	0	33
object_assess	0	0	2
loud_opposit	0	0	1
and_when_we	0	0	4
persuad_the	0	0	5
chang_their	0	0	4
by_contrast	0	0	5
smooth_the	0	0	2
be_scari	0	0	1
stomp_and_cry	0	0	1
thi_cruelti	0	0	2
all_but_dismiss	0	0	2
vent_her_anger	0	0	2
be_red-pencil	0	0	1
initi	0	0	125
didn't_particularli	0	0	1
can_you	0	0	6
religi_freedom_be	0	0	2
the_big_lie	0	0	1
maintain_that_what	0	0	1
for_israel_to	0	0	3
realli_realli	0	0	6
a_pervers	0	0	1
complet_ignor	0	0	2
it_be_probabl	0	0	1
avow_pro-american	0	0	2
have_an	0	0	44
interest_of_the	0	0	9
too_vitup_too	0	0	1
attach_littl_valu	0	0	2
enjoi_no_social	0	0	2
your_'war_against	0	0	2
won_the	0	0	20
the_will	0	0	11
the_litig	0	0	1
humili_arab	0	0	1
mire_in	0	0	2
have_lash_out	0	0	1
the_expansionist_polici	0	0	1
reap_all_the	0	0	2
that_posit_contact	0	0	1
i_rode	0	0	2
the_state	0	0	98
face_these_challeng	0	0	1
it'_propaganda	0	0	1
water_tight	0	0	2
justice-seek	0	0	2
but_now_that	0	0	2
be_passion	0	0	1
the_propos_for	0	0	2
have_provok	0	0	2
and_now	0	0	18
pledg_for	0	0	2
arriv_at	0	0	26
the_biggest_challeng	0	0	1
measur_to	0	0	36
second_chanc_to	0	0	2
critic_violat	0	0	2
might_be_us	0	0	1
have_eagerli_await	0	0	1
paint_doomsdai	0	0	1
ask_for	0	0	31
understand_exactli	0	0	1
call_in_washington	0	0	1
wish_success	0	0	4
these_accord	0	0	1
should_on_be	0	0	2
would_do	0	0	10
war_on	0	0	62
biggest	0	0	48
from_pull	0	0	2
strong_protest	0	0	3
ask_specif	0	0	2
adopt_an_aggress	0	0	1
will_now_tend	0	0	1
complaint_in_zimbabw	0	0	2
displeasur_with	0	0	2
advanc_nation	0	0	4
who_preach_democraci	0	0	2
concern_about	0	0	48
if_rabbi_kahana	0	0	1
be_an_impress	0	0	1
there'_noth	0	0	3
receiv_a_lot	0	0	1
gave_them	0	0	1
critic_'odious'	0	0	2
look_forward_to	0	0	5
be_seeth_with	0	0	2
come_on	0	0	5
have_have_no	0	0	2
have_increas_drastic	0	0	1
will_devot_themselv	0	0	2
be_fundament_flaw	0	0	2
have_seen	0	0	14
next_to_all	0	0	1
be_veri_satisfi	0	0	1
be_far_from	0	0	2
cruelti_and_impieti	0	0	1
the_situat_we	0	0	2
want_to_cooper	0	0	1
such_wish	0	0	2
so_devast	0	0	2
israel'_us	0	0	1
attempt_to_back	0	0	2
all_the	0	0	150
liken	0	0	6
the_main_concern	0	0	2
have_been_patron	0	0	2
turn_against	0	0	1
discharg_their_work	0	0	2
will_to_overlook	0	0	1
express_concern_over	0	0	5
to_guarante	0	0	12
be_lock	0	0	6
someth_be	0	0	2
be_suffer_from	0	0	9
the_new_organ	0	0	1
indonesia	0	0	46
mount_concern	0	0	1
there_be_someth	0	0	4
more_than_offset	0	0	1
do_not_come	0	0	3
slightli_anxiou	0	0	2
the_errant_member	0	0	2
at_the_expens	0	0	5
wonder_immedi	0	0	1
be_tasti	0	0	1
malici_goal	0	0	2
will_read	0	0	2
major_campaign_of	0	0	1
readi_to	0	0	49
lure_by	0	0	2
get_tire	0	0	1
we'll_probabl	0	0	1
the_intimid_and	0	0	1
could_be_sever	0	0	2
extend	0	0	45
soldier	0	0	117
you_won't_have	0	0	1
which_be_independ	0	0	2
an_interest	0	0	6
wit	0	0	39
renew_concern	0	0	1
give_new	0	0	3
i_couldn't	0	0	2
impos_a_weapon	0	0	1
have_pull	0	0	6
wrap_in_the	0	0	1
suspicion_that	0	0	4
50_year	0	0	5
be_the_evil	0	0	1
would_rais	0	0	1
painfulli_thought	0	0	1
mai_mean	0	0	2
guess_california	0	0	1
highli_signific	0	0	1
consider_be	0	0	1
see_those_countri	0	0	1
peopl_be	0	0	70
what_amount	0	0	1
doesn't_see_much	0	0	1
our_gui_be	0	0	1
it_actual	0	0	1
todai_we	0	0	11
invok_sanction_against	0	0	1
as_if	0	0	34
pledg_to	0	0	24
the_close	0	0	7
be_you_make	0	0	1
brand	0	0	18
feel_certain	0	0	1
who_do	0	0	11
bristl_at	0	0	2
object_as_set	0	0	2
talk_of_success	0	0	1
leav_in_the	0	0	2
have_been_characteris	0	0	2
be_characteris_by	0	0	2
can_be_a	0	0	3
be_mayb	0	0	1
be_sheer	0	0	1
do_not_emphas	0	0	2
thi_occup	0	0	1
probabl_hadn't_been	0	0	1
wrote_a_devastatingli	0	0	1
question_by_a	0	0	3
have_air_no	0	0	1
could_instead	0	0	1
be_not_against	0	0	1
doesn't_fit	0	0	1
instead_of_lectur	0	0	1
work_better_than	0	0	1
have_sworn	0	0	2
to_demand	0	0	7
ambit_to	0	0	1
fell_out	0	0	1
compar_it_with	0	0	2
new_dawn	0	0	2
stronger_more	0	0	1
seek_to	0	0	28
what_amount_of	0	0	1
do_awai	0	0	3
widespread_disgust	0	0	1
be_pleas	0	0	4
it_would_therefor	0	0	3
come_out_decis	0	0	1
intend_to	0	0	38
the_freak_show	0	0	1
the_freak	0	0	1
be_now_be	0	0	5
humili_arab_digniti	0	0	1
would_onli_incit	0	0	1
critic_as	0	0	3
the_elector_hijack	0	0	2
have_long_have	0	0	1
know_her_as	0	0	1
they'r_in_legal	0	0	1
gener_quit	0	0	2
the_us_of	0	0	31
bigger_than	0	0	4
take_advantag	0	0	12
describ_the_opposit	0	0	2
could_be_held	0	0	2
have_been_extrem	0	0	3
have_briefli	0	0	1
emit	0	0	16
such_nefari	0	0	2
look_the_other	0	0	1
good_becaus	0	0	1
abduct	0	0	19
aliv_and	0	0	1
have_turn_into	0	0	1
the_interest_of	0	0	21
i'd_hate	0	0	1
ideal_addit	0	0	1
alien_and	0	0	1
polici_on	0	0	19
be_chatterbox_alon	0	0	1
must_be_freaki	0	0	1
anti-isra_decis	0	0	1
opinion_on	0	0	3
clearli_mean	0	0	2
stronger_more_effici	0	0	1
be_veri_concern	0	0	2
bias_propaganda_unleash	0	0	2
hand_it	0	0	4
when_i_if	0	0	1
have_stolen_the	0	0	6
the_anti-democract_attempt	0	0	4
i_imagin_it	0	0	1
it_mai_well	0	0	1
stai_awai_from	0	0	3
mai_freez	0	0	2
hi_statur	0	0	1
would_care_veri	0	0	2
would_boost	0	0	1
ask_the_littl	0	0	1
strengthen_hi	0	0	1
bent_on	0	0	3
should_on	0	0	2
optimist_and_hope	0	0	1
be_constantli	0	0	2
these_violent_enemi	0	0	1
be_decid_to	0	0	1
be_like_to	0	0	21
and_yet_offici	0	0	1
appear_complicit	0	0	2
felt_betrai	0	0	1
pent-up	0	0	2
claim_victori	0	0	3
their_commit_to	0	0	4
resort_to_a	0	0	5
forbad	0	0	1
forcibl_want_to	0	0	2
could_be_plant	0	0	1
not_been_abl	0	0	4
challeng_the	0	0	6
will_you	0	0	4
tough_stand_on	0	0	1
a_bonu	0	0	1
be_compel_to	0	0	3
tacitli_agre	0	0	2
will_win_us	0	0	2
will_testifi_to	0	0	2
that_might	0	0	8
a_fulfil	0	0	1
our_enemi	0	0	4
be_therefor	0	0	4
the_militari_great	0	0	1
be_tantamount_to	0	0	2
the_wonder	0	0	3
god_gun_control	0	0	1
have_violat_the	0	0	5
over_600	0	0	2
would_act_if	0	0	1
it_harsh_treatment	0	0	2
the_focu	0	0	8
todai_at	0	0	1
a_long-rang_fundrais	0	0	1
could_not_have	0	0	3
refrain_from	0	0	12
rice_be_awar	0	0	1
anti-democract_attempt_to	0	0	4
parasit_economi	0	0	2
express_hi_condol	0	0	1
have_so_far	0	0	5
do_not_talk	0	0	1
even_more_worri	0	0	1
riot_and	0	0	4
tragic_culmin	0	0	1
onc_he_be	0	0	2
could_turn	0	0	1
in_whose_chest	0	0	1
a_promis	0	0	6
easili_understand	0	0	2
see_part	0	0	1
mr_manley'	0	0	1
describ_him	0	0	1
break_your_heart	0	0	1
persist_tri	0	0	2
spend_more	0	0	1
don't_feel_good	0	0	1
about_whom	0	0	1
renew_interest	0	0	1
strong_region	0	0	1
cypru_be_want	0	0	1
far_better_than	0	0	2
would_have_made	0	0	1
a_test_of	0	0	3
audibl_laughter	0	0	2
have_been_rub	0	0	1
vote_for	0	0	26
maintain_as	0	0	1
be_be_sharpli	0	0	2
made_unfound_charg	0	0	1
public_receiv_a	0	0	1
gain_a	0	0	3
thug_and	0	0	2
allow_for_further	0	0	2
all_of_which	0	0	7
wrap_in	0	0	1
want_to_sai	0	0	3
the_aim_of	0	0	7
chose	0	0	10
caution	0	0	13
an_empir_of	0	0	2
zimbabwe'_recoveri	0	0	2
bellyach_about	0	0	1
question_the_democrat	0	0	2
onli_deserv_reject	0	0	2
appreci_everyth_that	0	0	1
contradict_each	0	0	1
a_littl_uneasi	0	0	2
such_humanitarian_as	0	0	1
the_extremist_gang	0	0	1
high-fli_toi_maker	0	0	1
fear_bush'_tough	0	0	1
could_creat	0	0	2
a_surrend	0	0	1
i_sens	0	0	1
government-orchestr_violenc_meant	0	0	2
undeclar_war_between	0	0	1
have_support	0	0	5
to_voic	0	0	8
qualiti	0	0	16
be_continu_without	0	0	1
make_fun_of	0	0	1
most_like	0	0	2
hi_own	0	0	25
hasten_to	0	0	5
opprobrium_from	0	0	1
denounc_as_a	0	0	1
centuri_probabl	0	0	1
put_all	0	0	3
mai_result	0	0	1
concern_that_exist	0	0	2
tougher	0	0	7
no_i	0	0	8
stick_out	0	0	1
it_code	0	0	1
cannot_deni	0	0	1
be_a_wai	0	0	2
and_then_when	0	0	1
have_complain	0	0	1
truth_be_told	0	0	1
mai_impos	0	0	2
a_few_kilogram	0	0	1
still_do	0	0	2
still_want	0	0	6
have_systemat_wreck	0	0	2
52	0	0	17
assert_that_thei	0	0	2
disregard_the	0	0	4
cri_out	0	0	1
fraught_by_violenc	0	0	2
be_small_comfort	0	0	2
would_negoti_with	0	0	2
mai_includ_sell	0	0	1
sound_hi	0	0	1
critic_of	0	0	61
america'	0	0	44
i_wonder_if	0	0	1
mayb_joschka_fischer'	0	0	1
quietli_encourag	0	0	1
the_compani	0	0	109
becaus_you'r	0	0	1
my_prayer	0	0	2
can_feel	0	0	5
line_0011-	0	0	2
sap_the_country'	0	0	1
have_want	0	0	1
the_good_new	0	0	1
a_radic_differ	0	0	1
would_be_sad	0	0	2
be_independ_in	0	0	4
be_mayb_a	0	0	1
critic_the_remark	0	0	1
remind_me	0	0	1
conspir_--_that	0	0	2
caus_him_so	0	0	2
exchang_view	0	0	4
mani_other	0	0	8
each	0	0	141
count	0	0	37
downgrad_the_nation'	0	0	1
label_him_a	0	0	1
keep_a	0	0	9
expect_to_us	0	0	2
to_be_okai	0	0	1
discharg_their	0	0	2
my_prayer_be	0	0	2
be_contrari_to	0	0	2
due_regard	0	0	1
not_be_consid	0	0	3
the_weird	0	0	1
be_aim	0	0	17
congratul_him_on	0	0	3
leav	0	0	112
clearli_undermin	0	0	2
look_to	0	0	6
unfortun_their_zeal	0	0	1
the_so-cal	0	0	30
as_much	0	0	27
the_debat	0	0	14
bent_on_achiev	0	0	2
these_fact	0	0	2
have_avoid	0	0	3
perhap_becaus	0	0	1
the_bankrupt	0	0	1
would_consid_further	0	0	2
would_soon	0	0	6
pro-chavez_riot	0	0	2
be_kind	0	0	5
probabl_hadn't	0	0	1
at_such_close	0	0	1
prepar_peopl	0	0	1
though_they'r	0	0	2
assert_in_these	0	0	2
why_these_investig	0	0	1
negoti	0	0	101
broader_indict	0	0	1
which_could	0	0	13
bird	0	0	10
the_bankrupt_polici	0	0	1
absolut_indiffer_to	0	0	2
torment_without_end	0	0	2
not_everyon_in	0	0	4
the_public	0	0	35
no_great_celebr	0	0	2
object_be	0	0	9
sought_to	0	0	10
time_bomb	0	0	2
would_mean_sacrif	0	0	2
gentli_balk	0	0	2
fund_might	0	0	1
have_even	0	0	6
criticis	0	0	12
have_anger	0	0	3
former_littl_sister	0	0	1
instead_of_resort	0	0	2
an_unfavour	0	0	1
didn't_want	0	0	2
spit_up	0	0	1
the_hard_work	0	0	1
suspect_of_have	0	0	3
have_also_adopt	0	0	2
crippl_u_n	0	0	1
could_perhap_be	0	0	1
0032-_respondenta2	0	0	1
opposit_to	0	0	29
call_for_zimbabwe'	0	0	2
held_out_an	0	0	1
accus_china	0	0	6
what_israel	0	0	2
where_els	0	0	1
the_demand	0	0	12
pursuanc	0	0	1
maintain_it_estim	0	0	1
seek_to_target	0	0	1
carefulli_tread	0	0	1
each_countri_which	0	0	2
the_opinion	0	0	15
intent_of_cours	0	0	2
decis_for_approv	0	0	4
dissatisfi_with	0	0	2
have_condemn	0	0	2
will_win	0	0	4
shackl_of_repress	0	0	1
the_posit_result	0	0	1
why_can't	0	0	3
file_for	0	0	1
just_empti_rhetor	0	0	2
resourc_thei	0	0	3
question_by	0	0	8
be_not_expect	0	0	6
be_forg	0	0	2
pleas_join_me	0	0	1
the_protocol_face	0	0	2
could_possibl	0	0	3
the_protest	0	0	16
the_bad_new	0	0	1
more_realist_attitud	0	0	2
even_have_some	0	0	1
dissembl_and_enabl	0	0	1
critic_the	0	0	20
instead_of	0.0465116279069767	0.0465116279069767	43
have_not_specif	0	0	2
argentina_be	0	0	16
rule	0	0	236
or_will	0	0	2
coup_make	0	0	2
have_been_cool	0	0	1
have_place_hi	0	0	2
feel_as_bad	0	0	2
weari_of	0	0	2
compound	0	0	15
thei_get	0	0	16
to_apolog	0	0	3
can_certainli_make	0	0	1
have_detach_itself	0	0	1
intent_to	0	0	12
want_kyoto	0	0	2
it_should	0	0	25
on_get_the	0	0	2
howev_despit	0	0	3
their_eight-by-eight	0	0	1
no_polit	0	0	2
reiter_call	0	0	1
rais_apprehens_and	0	0	1
the_top	0	0	14
be_her_aim	0	0	1
i_want_to	0	0	14
even_have	0	0	11
should_join_the	0	0	1
be_incap_of	0	0	4
the_claim	0.2	0.2	10
refrain	0	0	14
can_actual_enhanc	0	0	1
see_a	0	0	10
have_prove_itself	0	0	1
the_president'	0	0	45
rig_zimbabw_poll	0	0	2
a_harass_in	0	0	1
a_bright	0	0	5
certainli_seem	0	0	1
includ_noth	0	0	1
the_averag_global	0	0	3
strongli_welcom	0	0	1
extrapol_of	0	0	2
paid_more	0	0	3
dress	0	0	14
be_mainli_concern	0	0	2
question_corpor_profit	0	0	1
immedi_support	0	0	4
crippl_u	0	0	1
and_then	0	0	44
sinc_the	0.00892857142857143	0.00892857142857143	112
pretend_to	0	0	6
have_alreadi_adopt	0	0	2
thi_fiscal	0	0	1
impos_econom_sanction	0	0	1
with_a_hope	0	0	1
the_stanc_taken	0	0	1
taiwan_could	0	0	2
firm_opposit	0	0	2
nation_aspir	0	0	2
us_the_word	0	0	5
confirm_the_likelihood	0	0	1
don't_i_have	0	0	2
have_expect	0	0	6
have_been_learnt	0	0	2
but_after_that	0	0	1
the_advantag_of	0	0	2
stick_to	0	0	10
perhap_even_cover	0	0	1
a_necessari_evil	0	0	1
and_take_it	0	0	1
decid_not_to	0	0	4
a_strong	0	0	21
but_that_didn't	0	0	1
i_don't_think	0	0	17
fail_to_meet	0	0	4
a_total	0	0	47
welcom_to_the	0	0	2
self-suffici_instead	0	0	1
suggest_a_high	0	0	1
would_put_america--pre-emin	0	0	1
former_littl	0	0	1
us_hi_return	0	0	1
two_month_ago	0	0	6
he_earn	0	0	1
specul_whether_the	0	0	1
truth_be	0	0	4
kind_of_like	0	0	1
some_inhuman	0	0	1
serious_violat_the	0	0	1
resourc_thei_need	0	0	3
as_isra	0	0	1
critic_the_axi	0	0	2
most_strike	0	0	2
the_affair	0	0	11
saw_thi	0	0	1
the_weird_doesn't	0	0	1
it_be_heresi	0	0	2
uncertain_solut	0	0	1
withdrew_support_from	0	0	1
shock_swing	0	0	2
held_up	0	0	2
on_get	0	0	3
consid_further_step	0	0	2
what_spring	0	0	2
an_import_highli	0	0	2
it'_an	0	0	1
be_us	0	0	67
prescrib_liber_democraci	0	0	2
should_not_condemn	0	0	1
normal_when	0	0	1
sign_a	0	0	20
absolut_indiffer	0	0	2
new_sens	0	0	1
import_life-skil	0	0	1
extens_support	0	0	2
increasingli_acut	0	0	1
idea_of	0	0	11
i_imagin	0	0	1
hold_the_cours	0	0	2
look_like_giant	0	0	1
what_be_most	0	0	3
ask_what_it	0	0	2
to_stand_up	0	0	1
have_to_respect	0	0	2
axi_of_evil	0	0	125
be_scare_to	0	0	1
a_payoff_for	0	0	1
be_forc	0	0	26
self-styl_war_veteran	0	0	2
suspect_mastermind_of	0	0	1
disobei_uncl_sam	0	0	2
be_closer_to	0	0	1
have_the_illus	0	0	2
gosh	0	0	4
have_larg_ignor	0	0	2
sent	0	0	80
end_without	0	0	1
be_angri	0	0	1
cri_inhuman	0	0	1
onli_accept	0	0	1
have_been_histor	0	0	1
a_pure_stunt	0	0	1
acquir	0	0	38
she_didn't_know	0	0	2
neg_report	0	0	2
the_advantag	0	0	7
threaten_to	0	0	29
am_still	0	0	2
the_dire_possibl	0	0	2
congratul_presid_mugab	0	0	5
treat_anybodi	0	0	1
simultan_rais_apprehens	0	0	1
denounc_the_elect	0	0	5
anoth_homeland	0	0	1
pent-up_opposit	0	0	1
rais_question_about	0	0	4
remain_firm_about	0	0	1
veri_strong	0	0	7
potenti_for_materi	0	0	1
perhap_seiz_even	0	0	1
have_written_a	0	0	1
it_stand	0	0	5
defenseless	0	0	5
ad	0	0	204
nurtur_whole	0	0	1
no_more	0	0	20
led_by	0	0	33
mention_in_the	0	0	2
the_famili_of	0	0	7
between	0	0	363
could_trigger	0	0	2
to_protest	0	0	10
felt_betrai_after	0	0	1
sour_relat	0	0	1
call_chavez'	0	0	2
withheld_their_breath	0	0	1
be_her	0	0	3
with_me_line	0	0	3
anoth_import_busi	0	0	1
pai_no	0	0	2
creat_conflict_and	0	0	2
where_thei	0	0	17
have_demand_that	0	0	3
wonder_aloud	0	0	1
mark_a_special	0	0	1
too_vitup	0	0	1
finest_treasur	0	0	1
we_would_make	0	0	4
it'_the_biggest	0	0	2
attitud_toward	0	0	6
be_condemn	0	0	6
be_just_as	0	0	2
the_goal_of	0	0	8
an_anti-terror_declar	0	0	1
will_remov_you	0	0	2
like_a_mannequin	0	0	1
ideal_addit_to	0	0	1
plai_a	0	0	22
will_want_to	0	0	2
oh_my	0	0	2
cry_down	0	0	1
have_prefer	0	0	4
especi_don't_like	0	0	1
strong_resolv_to	0	0	1
be_not_too	0	0	2
mai_now_strengthen	0	0	2
well_posit	0	0	1
what_israel_be	0	0	2
axi	0	0	145
will_remov	0	0	4
attach_littl	0	0	2
clearli_mention	0	0	2
have_aggrav_the	0	0	1
what_consequ_will	0	0	2
be_happi_becaus	0	0	2
tension_between	0	0	7
peac_be	0	0	6
persist_align	0	0	2
leav_in	0	0	3
with_onli_on	0	0	1
consider_be_be	0	0	1
gener_accept	0	0	2
will_probabl_join	0	0	2
be_still_nostalg	0	0	2
attack_the_prime	0	0	2
declar_a_state	0	0	3
the_worldwid_cost	0	0	2
just_on	0	0	8
perhap_you_could	0	0	1
public	0	0	192
not_simpli_interest	0	0	1
could_try_to	0	0	2
at_a	0	0	161
want_to_speak	0	0	3
cri_out_for	0	0	1
have_all_along	0	0	3
cri_inhuman_treatment	0	0	1
be_want	0	0	3
realli_up_on	0	0	1
the_econom_hardship	0	0	2
be_veri_good	0	0	1
will_probabl_sai	0	0	1
which_could_lead	0	0	1
class_as_be	0	0	1
express_a	0	0	9
have_propos	0	0	3
curios	0	0	2
to_stand	0	0	12
father_of	0	0	3
reflect_tendenc_of	0	0	2
loudli_trumpet_at	0	0	2
mayb_he	0	0	2
allow_for	0	0	5
have_continu_to	0	0	3
not_sure	0	0	5
stretch_the_case	0	0	2
israel_to_take	0	0	1
but_the_us	0	0	8
it_mai	0	0	22
from_the	0	0	548
wish_and_interest	0	0	1
do_not_know	0	0	9
peopl_who_love	0	0	1
my_concern_be	0	0	2
lack_even	0	0	1
strategi_to	0	0	11
have_a_headach	0	0	1
be_so_unbeliev	0	0	1
measur_to_crack	0	0	1
be_constantli_aggrav	0	0	1
the_unjust_and	0	0	2
will_take_the	0	0	2
could_destabilis	0	0	1
ever	0	0	88
sharp_intern_rebuk	0	0	2
the_main_problem	0	0	1
a_chilli	0	0	1
be_commit_to	0	0	13
invit_the_surgeon	0	0	1
which_will_perpetu	0	0	1
and_hi_parachut	0	0	1
in_honor_of	0	0	2
afraid_of	0	0	4
so_overconfid	0	0	1
open_warfar	0	0	1
spend_more_than	0	0	1
bode	0	0	1
signific_drop	0	0	1
aliv_and_import	0	0	1
might_face	0	0	5
separ_and_distinct	0	0	1
isn't_it	0	0	1
will_recogn	0	0	1
tone	0	0	17
expect_we	0	0	2
there_be_equal	0	0	2
threaten_to_violent	0	0	2
50_year_of	0	0	2
carefulli_tread_the	0	0	1
everybodi	0	0	12
probabl_decad	0	0	1
told_me	0	0	6
be_pretti_spartan	0	0	1
sneak_attack	0	0	1
continu_to_exert	0	0	1
even_with	0	0	6
contain_littl_truth	0	0	2
get_excel_ga	0	0	1
saw_thi_as	0	0	1
debat_decis_of	0	0	2
a_harass	0	0	1
be_unlik_to	0	0	5
couldn't_care	0	0	1
germani	0	0	41
envisag	0	0	11
be_prepar_to	0	0	18
do_support	0	0	2
alreadi_respons_for	0	0	1
might_interpret	0	0	1
invit_the	0	0	4
if_a	0	0	23
label_rogu_nation	0	0	2
leav_west	0	0	2
be_so_scare	0	0	1
be_disturb_by	0	0	1
mai_still_hope	0	0	1
talk_to_a	0	0	2
realli_don't_know	0	0	4
wither	0	0	2
line_be	0	0	6
on_cannot	0.111111111111111	0.111111111111111	9
concern_over	0	0	19
time_bomb_wait	0	0	1
the_problem_of	0	0	13
be_directli_respons	0	0	2
probabl_decad_and	0	0	1
the_ongo	0	0	11
want_to_avoid	0	0	3
blame_for	0	0	16
could_serv	0	0	4
would_do_noth	0	0	1
claim_the_govern	0	0	1
and_then_asset	0	0	1
express_condol	0	0	1
boi_it_sound	0	0	1
strongli_critic	0	0	3
offer_five	0	0	1
level	0	0	144
check_us_in	0	0	1
the_public_affair	0	0	1
blame_him	0	0	4
posit_assess	0	0	2
dont_want_to	0	0	2
kyoto'_13-digit	0	0	2
altern	0	0	55
think_it'_pejor	0	0	1
it_could_blossom	0	0	1
the_ugliest	0	0	2
government-orchestr	0	0	3
be_a_good	0	0	9
alreadi_everyth	0	0	3
would_it_be	0	0	1
be_determin	0	0	20
could_affect	0	0	2
borrow	0	0	6
by_wai_of	0	0	1
